Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,OMOP concept_name,domain_id,vocabulary_id,standard_concept,concept_code,concept_id
impd_married,impowr_demographics,,calc,Married,"if([imp_relat(2)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0024819, C0555047",Married,Observation,SNOMED,S,87915002,4338692
impd_nevermarried,impowr_demographics,,calc,Never married,"if([imp_relat(3)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0024819, C0027952",Never married,Observation,PPI,,cope_a_163,1332908
impd_separated,impowr_demographics,,calc,Separated,"if([imp_relat(4)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0024819, C0746404",Separated,Observation,SNOMED,S,13184001,4027529
impd_widow,impowr_demographics,,calc,Widowed,"if([imp_relat(5)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0024819, C4725947",Widowed,Observation,SNOMED,S,33553000,4143188
impd_domestic,impowr_demographics,,calc,Domestic partner,"if([imp_relat(6)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0024819, C1549111",Domestic partner,Observation,SNOMED,S,414043009,4212893
impd_relat_not_rep,impowr_demographics,,calc,Prefer not to answer,"if([imp_relat(7)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0024819",Prefer not to answer,Observation,PPI,,cope_a_30,1332892
impd_edulevel,impowr_demographics,,radio,What is the highest grade or level of training/school you have completed or the highest degree you have received?  ,"1, Did not complete high school | 2, GED or equivalent | 3, High school diploma | 4, Some college credit, but less than 1 year of college credit | 5, 1 or more years of college credit, but no degree | 6, Associate's Degree or Vocational Training Program (e.g., AA or AS) | 7, Bachelor's Degree (e.g., BA or BS) | 8, Graduate degree (MSW, MA, MS, JD, MD, DSW, EdD, Ph.D, etc.) | 99, Other",,,,,,,,,,,,"C4264309, C0011292","Some high school, but did not graduate
GED or equivalent
High school graduate
Some college credit but no degree
Some college, no degree
Associate degree (e.g., AA, AS)
Bachelor's degree (e.g., BA, AB, BS)
Graduate degree
Other/unspecified



","Meas Value
Meas Value
Meas Value
Meas Value
Meas Value
Meas Value
Meas Value
Meas Value
Meas Value","LOINC
LOINC
LOINC
LOINC
LOINC
LOINC
LOINC
LOINC
LOINC","S
S
S
S
S
S
S
S
S","LA32764-5
LA15619-2
LA15564-0
LA12458-8
LA12459-6
LA15620-0
LA12460-4
LA42-7
LA32520-1","1990281
45881673
45884464
45884154
45882538
45880354
45884155
45880652
1621272"
impd_incmlvl,impowr_demographics,,radio,What is your annual income from all sources? ,"1, Less than $10,000 | 2, $10,000 --- $24,999 | 3, $25,000--- $34,999 | 4, $35,000--- $49,999 | 5, $50,000--- $74,999 | 6, $75,000---$99,999 | 7, $100,000--- $149,999 | 8, $150,000--- $199,999 | 9, $200,000 or more | 10, Prefer not to answer",,,,,,,,,,,,"C0021162, C0011292","Less than $10,000
 $10,000 --- $24,999
$25,000--- $34,999
$35,000--- $49,999
$50,000--- $74,999
 $75,000---$99,999 
$100,000--- $149,999
$150,000--- $199,999
$200,000 or more 
Prefer not to answer","



Meas Value
Meas Value
Meas Value","



LOINC
LOINC
LOINC","



S
S","



LA32771-0
LA32772-8
LA32773-6","



1989973
1990034
1989901"
impd_empstat,impowr_demographics,,radio,What is your current employment status?,"1, Full-time employment | 2, Not employed | 3, Part-time employment",,,,,,,,,,,,"C0011292, C0043227","Full-time employment
Unemployed
Part-time employment","Observation
Observation
Observation","SNOMED
SNOMED
SNOMED","S
S
S","160903007
73438004
160904001","4053118
4251171
4059634"
disabinsind,impowr_demographics,,yesno,"Have you ever applied for, or received, disability insurance for your pain condition?",,,,,,,,,,,,,"C0231170, C0011292","Yes
No
","Meas Value
Meas Value
","LOINC
LOINC","S
S","LA33-6
LA32-8","45877994
45878245"
impd_school,impowr_demographics,,yesno,Are you currently attending school (including vocational or trade school)? ,,,,,,,,,,,,,"C0036375, C0011292","Yes
No
","Meas Value
Meas Value
","LOINC
LOINC","S
S","LA33-6
LA32-8","45877994
45878245"
impd_schoolft,impowr_demographics,,yesno,Are you attending full time?,,,,,,,[impd_school] = '1',,,,,,"C0036375, C0011292","Yes
No
","Meas Value
Meas Value
","LOINC
LOINC","S
S","LA33-6
LA32-8","45877994
45878245"
impd_address,impowr_demographics,,notes,What is your address and zip code? ,,,,,,y,,,,,,,,,,,,,
demruca1,ruca,,dropdown,Primary RUCA code,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 99, 99",,autocomplete,,,,,,,,,,,,,,,,
demruca2,ruca,,dropdown,Secondary RUCA code,"0, None | 1, 1 | 2, 2 | 3, 3",,autocomplete,,,,,,,,,,,,,,,,
imp_followup_date,impowr_followup_dates,,text,Date of Follow-up ,,,date_mdy,,,,,y,,,,,,,,,,,
imp_followup_age,impowr_followup_dates,,calc,Age at follow-up in years,"datediff([impd_brthdtc], [imp_followup_date], ""y"", ""mdy"")",,,,,,,,,,,, @HIDDEN,,,,,,
imp_followup_relativedate,impowr_followup_dates,,calc,Relative date of follow-up,"datediff([imp_enroll_date], [imp_followup_date], ""d"", ""mdy"")",,,,,,,,,,,, @HIDDEN,,,,,,
cp_screen_1,chronic_pain_screening_questions,"In the past 3 months, ",radio,how often did you have pain?,"0, Never | 1, Some days | 2, Most days | 3, Everyday",,,,,,,,,,chronicpain_screener,,"C0150055, C1710031",,,,,,
cp_screen_2,chronic_pain_screening_questions,,radio,how often did pain limit your life or work activities?,"0, Never | 1, Some days | 2, Most days | 3, Everyday",,,,,,,,,,chronicpain_screener,,"C0150055, C1710031",,,,,,
painyears,chronic_pain_screening_questions,How long have you had pain?,text,Number of years?,,,number,,,,,,,,,,"C1507006, C0150055, C1710031",,,,,,
painmonths,chronic_pain_screening_questions,,text,Number of months?,,,number,,,,,,,,,,"C1507006, C0150055, C1710031",,,,,,
paindur,chronic_pain_screening_questions,,calc,Total pain duration in months,"sum([painmonths], [painyears]*12)",,,,,,,,,,,,"C1507006, C0150055, C1710031, @HIDDEN",,,,,,
omsobtainedothr,oud_misuse_screening_questions,"In the PAST 3 MONTHS...
",radio,I got prescription pain medication from someone other than my healthcare provider.,"0, Never | 1, Rarely | 2, Sometimes | 3, Often | 4, Almost Always",,,,,,,,,,oms_matrix,,"C1705534, C5392920, C4294898",,,,,,
omsranout,oud_misuse_screening_questions,,radio,I ran out of prescription pain medication early,"0, Never | 1, Rarely | 2, Sometimes | 3, Often | 4, Almost Always",,,,,,,,,,oms_matrix,,"C1705534, C5392920, C4294898",,,,,,
omsneedmore,oud_misuse_screening_questions,,radio,I needed more prescription pain medication to relieve my pain.,"0, Never | 1, Rarely | 2, Sometimes | 3, Often | 4, Almost Always",,,,,,,,,,oms_matrix,,"C2169319, C1705534, C5392920, C4294898",,,,,,
omstakemoreopioid,oud_misuse_screening_questions,,radio,I have taken more opioid pain medication than prescribed.,"0, Never | 1, Rarely | 2, Sometimes | 3, Often | 4, Almost Always",,,,,,,,,,oms_matrix,,"C1705534, C5392920, C4294898",,,,,,
pegavgpainpastweekscl,peg_pain_screening_tool,Select the one number that describes your average pain in the past week. Use the scale of 0 = No pain and 10 = Pain as bad as you can imagine.,radio,What number best describes your pain on average in the past week? ,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,,,,,,"C3870029, C0150055, C4740017",,,,,,
pegpainpastwkenjoylifescl,peg_pain_screening_tool,"Select the one number that describes your pain interfering with your enjoyment of life. Use the scale of 0 = Does not interfere and 10 = Completely interferes.
",radio,"What number best describes how, during the past week, pain has interfered with your enjoyment of life?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,,,,,,"C0150055, C4740017, C4740012",,,,,,
pegpainpastwkgenrlactscl,peg_pain_screening_tool,Select the one number that describes your pain interfering with your general activity. Use the scale of 0 = Does not interfere and 10 = Completely interferes.,radio,"What number best describes how, during the past week, pain has interfered with your general activity?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,,,,,,"C0150055, C4740017, C4740014",,,,,,
pegoverallscore,peg_pain_screening_tool,,calc,PEG - overall score,"mean([pegavgpainpastweekscl], [pegpainpastwkenjoylifescl], [pegpainpastwkgenrlactscl])",,,,,,,,,,,,"C4740016, C0150055, C0150055, @HIDDEN",,,,,,
mbodycp,michigan_body_map_image_chronic_pain,,checkbox,@IMAGEMAP=MBODY,"0, MFace | 1, MRJaw | 2, MLJaw | 3, MRChest | 4, MLChest | 5, MRUpArm | 6, MLUpArM | 7, MRElbw | 8, MLElbw | 9, MRLowArm | 10, MLLowArm | 11, MRHand | 12, MLHand | 13, MAbdomen | 14, MPelvis | 15, MRGroin | 16, MLGroin | 17, MRUpLeg | 18, MLUpLeg | 19, MRKnee | 20, MLKnee | 21, MRLowLeg | 22, MLLowLeg | 23, MRFoot | 24, MLFoot | 25, MHead | 26, MNeck | 27, MLShldr | 28, MRShldr | 29, MUpBack | 30, MLowBack | 31, MLHip | 32, MRHip | 33, MLBttck | 34, MRBttck | 35, Mnone",,,,,,,,,,,, @IMAGEMAP=MBODY,,,,,,
mface,michigan_body_map_image_chronic_pain,,calc,Face ,"if([mbodycp(0)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0015468",,,,,,
mrjaw,michigan_body_map_image_chronic_pain,,calc, Right Jaw,"if([mbodycp(1)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2032447",,,,,,
mljaw,michigan_body_map_image_chronic_pain,,calc,Left Jaw,"if([mbodycp(2)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2032377",,,,,,
mrchest,michigan_body_map_image_chronic_pain,,calc,Right Chest,"if([mbodycp(3)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0563275",,,,,,
mlchest,michigan_body_map_image_chronic_pain,,calc,Left Chest,"if([mbodycp(4)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0541828",,,,,,
mruparm,michigan_body_map_image_chronic_pain,,calc,Right Upper Arm,"if([mbodycp(5)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN,  C0839476",,,,,,
mluparm,michigan_body_map_image_chronic_pain,,calc,Left Upper Arm,"if([mbodycp(6)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN,  C0839476",,,,,,
mrelbw,michigan_body_map_image_chronic_pain,,calc,Right Elbow,"if([mbodycp(7)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2201434",,,,,,
mlelbw,michigan_body_map_image_chronic_pain,,calc,Left Elbow,"if([mbodycp(8)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2140799",,,,,,
mrlowarm,michigan_body_map_image_chronic_pain,,calc,Right Lower Arm,"if([mbodycp(9)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2126411",,,,,,
mllowarm,michigan_body_map_image_chronic_pain,,calc,Left Lower Arm,"if([mbodycp(10)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2126412",,,,,,
mrhand,michigan_body_map_image_chronic_pain,,calc,Right Hand,"if([mbodycp(11)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2032420",,,,,,
mlhand,michigan_body_map_image_chronic_pain,,calc,Left Hand,"if([mbodycp(12)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2032351",,,,,,
mabdomen,michigan_body_map_image_chronic_pain,,calc,Abdomen,"if([mbodycp(13)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0000737",,,,,,
mpelvis,michigan_body_map_image_chronic_pain,,calc,Pelvis,"if([mbodycp(14)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0030794",,,,,,
mrgroin,michigan_body_map_image_chronic_pain,,calc,Right Groin,"if([mbodycp(15)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2032252",,,,,,
mlgroin,michigan_body_map_image_chronic_pain,,calc,Left Groin,"if([mbodycp(16)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2032191",,,,,,
mrupleg,michigan_body_map_image_chronic_pain,,calc,Right Upper Leg,"if([mbodycp(17)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2896455",,,,,,
mlupleg,michigan_body_map_image_chronic_pain,,calc,Left Upper Leg,"if([mbodycp(18)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2896456",,,,,,
mrknee,michigan_body_map_image_chronic_pain,,calc,Right Knee,"if([mbodycp(19)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C5442020",,,,,,
mlknee,michigan_body_map_image_chronic_pain,,calc,Left Knee,"if([mbodycp(20)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C5442019",,,,,,
mrlowleg,michigan_body_map_image_chronic_pain,,calc,Right Lower Leg,"if([mbodycp(21)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C4029742",,,,,,
mllowleg,michigan_body_map_image_chronic_pain,,calc,Left Lower Leg,"if([mbodycp(22)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C4029742",,,,,,
mrfoot,michigan_body_map_image_chronic_pain,,calc,Right Foot,"if([mbodycp(23)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2016977",,,,,,
mlfoot,michigan_body_map_image_chronic_pain,,calc,Left Foot,"if([mbodycp(24)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2141243",,,,,,
mhead,michigan_body_map_image_chronic_pain,,calc,Head,"if([mbodycp(25)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0018681",,,,,,
mneck,michigan_body_map_image_chronic_pain,,calc,Neck,"if([mbodycp(26)] = '1', 1, 0)",,,,,,,,,,,," @HIDDEN, C0007859",,,,,,
mlshldr,michigan_body_map_image_chronic_pain,,calc,Left Shoulder,"if([mbodycp(27)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0241039",,,,,,
mrshldr,michigan_body_map_image_chronic_pain,,calc,Right Shoulder,"if([mbodycp(28)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN,  C0241040",,,,,,
mupback,michigan_body_map_image_chronic_pain,,calc,Upper Back,"if([mbodycp(29)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0238741",,,,,,
mlowback,michigan_body_map_image_chronic_pain,,calc,Lower Back,"if([mbodycp(30)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0024031, C0457949",,,,,,
mlhip,michigan_body_map_image_chronic_pain,,calc,Left Hip,"if([mbodycp(31)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2141922",,,,,,
mrhip,michigan_body_map_image_chronic_pain,,calc,Right Hip,"if([mbodycp(32)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2202100",,,,,,
mlbttck,michigan_body_map_image_chronic_pain,,calc,Left Buttock,"if([mbodycp(33)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2140477",,,,,,
mrbttck,michigan_body_map_image_chronic_pain,,calc,Right Buttock,"if([mbodycp(34)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2201135",,,,,,
mnone,michigan_body_map_image_chronic_pain,,calc,No Pain,"if([mbodycp(35)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0234225",,,,,,
mbm_total,michigan_body_map_image_chronic_pain,,calc,Total Michigan Body Map Score,"sum([mface], [mrjaw], [mljaw], [mrchest], [mlchest], [mruparm], [mluparm], [mrelbw], [mlelbw], [mrlowarm], [mllowarm], [mrhand], [mlhand], [mabdomen], [mpelvis], [mrgroin], [mlgroin], [mrupleg], [mlupleg], [mrknee], [mlknee], [mrlowleg], [mllowleg], [mrfoot], [mlfoot], [mhead], [mneck], [mlshldr], [mrshldr], [mupback], [mlowback], [mlhip], [mrhip], [mlbttck], [mrbttck])",,,,,,,,,,,,"C0150055, C1518851, @HIDDEN",,,,,,
copcs_fm_regiona,michigan_body_map_image_chronic_pain,,calc,Widespread pain region 1 (Left upper region),"sum([mljaw], [mlshldr], [mluparm], [mllowarm])",,,,,,,,,,,," @HIDDEN, C3178789",,,,,,
copcs_fm_regionb,michigan_body_map_image_chronic_pain,,calc,Widespread pain region 2 (Right upper region),"sum([mrjaw], [mruparm], [mrlowarm], [mrshldr])",,,,,,,,,,,," @HIDDEN, C3178789",,,,,,
copcs_fm_regionc,michigan_body_map_image_chronic_pain,,calc,Widespread pain region 3 (Left lower region),"sum([mlhip], [mlbttck], [mllowleg], [mlupleg])",,,,,,,,,,,," @HIDDEN, C3178789",,,,,,
copcs_fm_regiond,michigan_body_map_image_chronic_pain,,calc,Widespread pain region 4 (Right lower region),"sum([mrupleg], [mrlowleg], [mrhip], [mrbttck])",,,,,,,,,,,," @HIDDEN, C3178789",,,,,,
copcs_fm_regione,michigan_body_map_image_chronic_pain,,calc,Widespread pain region 5 (Axial region),"sum([mneck], [mupback], [mlowback], [mabdomen], [mrchest], [mlchest])",,,,,,,,,,,," @HIDDEN, C3178789",,,,,,
copcs_paintender_7d_number,michigan_body_map_image_chronic_pain,,calc,Widespread Pain Region Score,"if([copcs_fm_regiona]>0,1,0) +if([copcs_fm_regionb]>0,1,0) +if([copcs_fm_regionc]>0,1,0) +if([copcs_fm_regiond]>0,1,0) +if([copcs_fm_regione]>0,1,0)",,,,,,,,,,,,"C3178789, @HIDDEN",,,,,,
copcs_paintender_7d_wpisco,michigan_body_map_image_chronic_pain,,calc,Widespread Pain Index Score,"sum([copcs_fm_regiona], [copcs_fm_regionb], [copcs_fm_regionc], [copcs_fm_regiond], [copcs_fm_regione])",,,,,,,,,,,,"C3178789, @HIDDEN",,,,,,
pgicsymptomchangestatval,patient_global_impression_of_change_pgic,,radio,"Since the start of the study (treatment), my overall pain is ","0, Very much improved | 1, Much improved | 2, Minimally improved | 3, No change | 4, Minimally worse | 5, Much worse | 6, Very much worse",,,,,,,,,,,,"C135818, C0150055, C4706333",,,,,,
pcqpainawfulovrwhlmscl,pain_catastrophizing_questionnaire_6item,When I am in pain...,radio,It's awful and I feel that it overwhelms me,"0, not at all | 1, to a slight degree | 2, to a moderate degree | 3, to a great degree | 4, all the time",,,,,,,,,,paincatast_matrix,,"C0150055, C3178745, C4273905",,,,,,
pcqfeelcantwithstandscl,pain_catastrophizing_questionnaire_6item,,radio,I feel I can't stand it anymore,"0, not at all | 1, to a slight degree | 2, to a moderate degree | 3, to a great degree | 4, all the time",,,,,,,,,,paincatast_matrix,,"C0150055, C3178745, C4273905",,,,,,
pcqafraidpainworsescl,pain_catastrophizing_questionnaire_6item,,radio,I become afraid that the pain will get worse,"0, not at all | 1, to a slight degree | 2, to a moderate degree | 3, to a great degree | 4, all the time",,,,,,,,,,paincatast_matrix,,"C0150055, C3178745, C4273905",,,,,,
pcqhurtscl,pain_catastrophizing_questionnaire_6item,,radio,I keep thinking about how much it hurts,"0, not at all | 1, to a slight degree | 2, to a moderate degree | 3, to a great degree | 4, all the time",,,,,,,,,,paincatast_matrix,,"C0150055, C3178745, C4273905",,,,,,
pcqpainstopscl,pain_catastrophizing_questionnaire_6item,,radio,I keep thinking about how badly I want the pain to stop,"0, not at all | 1, to a slight degree | 2, to a moderate degree | 3, to a great degree | 4, all the time",,,,,,,,,,paincatast_matrix,,"C0150055, C3178745, C4273905",,,,,,
pcqseriousscl,pain_catastrophizing_questionnaire_6item,,radio,I wonder whether something serious may happen,"0, not at all | 1, to a slight degree | 2, to a moderate degree | 3, to a great degree | 4, all the time",,,,,,,,,,paincatast_matrix,,"C0150055, C3178745, C4273905",,,,,,
pcqtotalscoreval,pain_catastrophizing_questionnaire_6item,,calc,Pain Catastrophizing Questionnaire - total score value,"sum([pcqpainawfulovrwhlmscl], [pcqfeelcantwithstandscl], [pcqafraidpainworsescl], [pcqhurtscl], [pcqpainstopscl], [pcqseriousscl])",,,,,,,,,,,," @HIDDEN, C0150055, C3178745, C4273905",,,,,,
sleep_duration_hours,sleep_duration,"During the past month, how many hours and minutes of actual sleep did you get at night? (This may be different than the number of hours and minutes you spent in bed).",text,Hours per night:,,,number,0,,,,,,,,,"C0034380, C0424574, C3539554, C2964379",,,,,,
sleep_duration_minutes,sleep_duration,,text,Minutes per night:,,,number,0,,,,,,,,,"C0034380, C0424574, C3539554, C2964379",,,,,,
sleepnighthourmindur,sleep_duration,,calc,Total sleep time in minutes,"sum([sleep_duration_hours]*60,[sleep_duration_minutes])",,,,,,,,,,,,"C0034380, C0424574, C3539554, C2964379, @HIDDEN",,,,,,
promissleepwasrefreshscl,promis_sf_v10_sleep_disturbance_6a_heal,"In the past 7 days,",radio,My sleep was refreshing.,"5, Not at all | 4, A little bit | 3, Somewhat | 2, Quite a bit | 1, Very much",,,,,,,,,,promis_sleeprefresh,,"C3698744, C3669277, C0034380,
C0424574, C3539554, C2964379",,,,,,
promissleepqualityscl,promis_sf_v10_sleep_disturbance_6a_heal,"In the past 7 days, ",radio,My sleep quality was...,"5, Very poor | 4, Poor | 3, Fair | 2, Good | 1, Very good",,,,,,,,,,promis_sleepqual,,"C3698745, C0034380, C0424574,
C3539554, C2964379",,,,,,
promisproblemwithslpscl,promis_sf_v10_sleep_disturbance_6a_heal,"In the past 7 days, ",radio,I had a problem with my sleep.,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,promis_sleep6,,"C3699085, C0034380, C0424574,
C3539554, C2964379",,,,,,
promisdifficltfallaslpscl,promis_sf_v10_sleep_disturbance_6a_heal,,radio,I had difficulty falling asleep.,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,promis_sleep6,,"C3699086, C0034380, C0424574,
C3539554, C2964379",,,,,,
promisslpwasrestlessscl,promis_sf_v10_sleep_disturbance_6a_heal,,radio,My sleep was restless.,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,promis_sleep6,,"C0034380, C0424574, C3539554,
C2964379, C3699083",,,,,,
promistryhardgettoslpscl,promis_sf_v10_sleep_disturbance_6a_heal,,radio,I tried hard to get to sleep.,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,promis_sleep6,,"C3699093, C0034380, C0424574,
C3539554, C2964379",,,,,,
promisslpdist6totalscore,promis_sf_v10_sleep_disturbance_6a_heal,,calc,Total Score,"sum([promissleepwasrefreshscl],
[promisslpwasrestlessscl], [promisproblemwithslpscl],
[promisdifficltfallaslpscl], [promistryhardgettoslpscl],
[promissleepqualityscl])",,,,,,,,,,,,"C0034380, C0424574,
C3539554, C2964379, @HIDDEN",,,,,,
promisphysfuncchrsablscl,promis_sf_v12_physical_function_6b_heal,,radio,Are you able to do chores such as vacuuming or yard work?,"5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,prom_physfunction,,"C3869584, C0034380, C0516981,
C3539551",,,,,,
promisphfncstrsnrmpcabscl,promis_sf_v12_physical_function_6b_heal,,radio,Are you able to go up and down stairs at a normal pace?,"5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,prom_physfunction,,"C0034380, C0516981, C3539551,
C3698708",,,,,,
promisphysfunc15mnwlkscl,promis_sf_v12_physical_function_6b_heal,,radio,Are you able to go for a walk of at least 15 minutes?,"5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,prom_physfunction,,"C3698710, C0034380, C0516981,
C3539551",,,,,,
promisphyfncerndshpablscl,promis_sf_v12_physical_function_6b_heal,,radio,Are you able to run errands and shop?,"5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,prom_physfunction,,"C3698736, C0034380, C0516981,
C3539551",,,,,,
promisphysfunc2hrlbrscl,promis_sf_v12_physical_function_6b_heal,,radio,Does your health now limit you in doing two hours of physical labor?,"5, Not at all | 4, Very little | 3, Somewhat | 2, Quite a lot | 1, Cannot do",,,,,,,,,,promis_physfunction2,,"C0034380, C0516981, C3539551,
C4071376",,,,,,
